INDEX,Bill ID,Title,Sponsor,Last Action,Session,Year,SessionType,BillNum,Bill_Link,filename,sponsor_c
259,SB 382,EXCUSED SCHOOL ABSENCES FOR PREGNANCY,"Linda M. Lopez
Rick Miera",POCKET VETO,2013 Regular,2013,Regular,382,https://www.nmles.gov/Sessions/13%20Regular/final/SB0382.pdf,Yr_13RSB0382.pdf,Rick Miera
260,SB 395,PUBLIC WORKS WHISTLEBLOWER CONFIDENTIALITY,Carlos R. Cisneros,VETO,2013 Regular,2013,Regular,395,https://www.nmles.gov/Sessions/13%20Regular/final/SB0395.pdf,Yr_13RSB0395.pdf,Carlos R. Cisneros
261,SB 396,AMERICAN-MADE VEHICLES IN PROCUREMENT CODE,Steven P. Neville,SGND,2013 Regular,2013,Regular,396,https://www.nmles.gov/Sessions/13%20Regular/final/SB0396.pdf,Yr_13RSB0396.pdf,Steven P. Neville
262,SB 397,LOCAL LIQUOR TAX PROCEED USES & RATES,George K. Munoz,SGND,2013 Regular,2013,Regular,397,https://www.nmles.gov/Sessions/13%20Regular/final/SB0397.pdf,Yr_13RSB0397.pdf,George K. Munoz
263,SB 403,HEALTH ALL-PAYER CLAIMS DATABASE TASK FORCE,Linda M. Lopez,POCKET VETO,2013 Regular,2013,Regular,403,https://www.nmles.gov/Sessions/13%20Regular/final/SB0403.pdf,Yr_13RSB0403.pdf,Linda M. Lopez
264,SB 406,DIVIDED & COMBINED PROPERTY TAX COLLECTION,John M. Sapien,SGND,2013 Regular,2013,Regular,406,https://www.nmles.gov/Sessions/13%20Regular/final/SB0406.pdf,Yr_13RSB0406.pdf,John M. Sapien
265,SB 415,NO MANDATORY PAROLE FOR CERTAIN SENTENCES,Bill B. O'Neill,VETO,2013 Regular,2013,Regular,415,https://www.nmles.gov/Sessions/13%20Regular/final/SB0415.pdf,Yr_13RSB0415.pdf,Bill B. O'Neill
266,SB 416,RAISE MINIMUM WAGE,Richard C. Martinez,VETO,2013 Regular,2013,Regular,416,https://www.nmles.gov/Sessions/13%20Regular/final/SB0416.pdf,Yr_13RSB0416.pdf,Richard C. Martinez
267,SB 422,NO COLLEGE REQUESTS FOR STUDENT SOCIAL MEDIA,Jacob Candelaria,SGND,2013 Regular,2013,Regular,422,https://www.nmles.gov/Sessions/13%20Regular/final/SB0422.pdf,Yr_13RSB0422.pdf,Jacob Candelaria
268,SB 423,BED & BREAKFAST BEER & WINE LICENSES,Phil A. Griego,SGND,2013 Regular,2013,Regular,423,https://www.nmles.gov/Sessions/13%20Regular/final/SB0423.pdf,Yr_13RSB0423.pdf,Phil A. Griego
269,SB 424,ALCOHOL TASTING PERMITS,Phil A. Griego,SGND,2013 Regular,2013,Regular,424,https://www.nmles.gov/Sessions/13%20Regular/final/SB0424.pdf,Yr_13RSB0424.pdf,Phil A. Griego
270,SB 431,COUNTY FIREFIGHTING CONTRACTS,John Arthur Smith,SGND,2013 Regular,2013,Regular,431,https://www.nmles.gov/Sessions/13%20Regular/final/SB0431.pdf,Yr_13RSB0431.pdf,John Arthur Smith
271,SB 438,MUNICIPAL INCORPORATION REQUIREMENTS,Joseph Cervantes,SGND,2013 Regular,2013,Regular,438,https://www.nmles.gov/Sessions/13%20Regular/final/SB0438.pdf,Yr_13RSB0438.pdf,Joseph Cervantes
272,SB 442,DWI INTERLOCKS FOR CERTAIN CRIMES,Ron Griggs,SGND,2013 Regular,2013,Regular,442,https://www.nmles.gov/Sessions/13%20Regular/final/SB0442.pdf,Yr_13RSB0442.pdf,Ron Griggs
273,SB 443,GOVERNMENT PROCUREMENT REQUIREMENTS,Sander Rue,SGND,2013 Regular,2013,Regular,443,https://www.nmles.gov/Sessions/13%20Regular/final/SB0443.pdf,Yr_13RSB0443.pdf,Sander Rue
274,SB 444,"HORSE RACING LICENSES, TESTING & PENALTIES",Mary Kay Papen,SGND,2013 Regular,2013,Regular,444,https://www.nmles.gov/Sessions/13%20Regular/final/SB0444.pdf,Yr_13RSB0444.pdf,Mary Kay Papen
275,SB 447,NATIVE AMERICAN SUICIDE PREVENTION COUNCIL,"Benny Shendo, Jr.
Sandra D. Jeff",SGND,2013 Regular,2013,Regular,447,https://www.nmles.gov/Sessions/13%20Regular/final/SB0447.pdf,Yr_13RSB0447.pdf,Benny Shendo
275,SB 447,NATIVE AMERICAN SUICIDE PREVENTION COUNCIL,"Benny Shendo, Jr.
Sandra D. Jeff",SGND,2013 Regular,2013,Regular,447,https://www.nmles.gov/Sessions/13%20Regular/final/SB0447.pdf,Yr_13RSB0447.pdf, Jr.
275,SB 447,NATIVE AMERICAN SUICIDE PREVENTION COUNCIL,"Benny Shendo, Jr.
Sandra D. Jeff",SGND,2013 Regular,2013,Regular,447,https://www.nmles.gov/Sessions/13%20Regular/final/SB0447.pdf,Yr_13RSB0447.pdf,Sandra D. Jeff
276,SB 448,PROCUREMENT DEBARING & SUSPENSION,Joseph Cervantes,SGND,2013 Regular,2013,Regular,448,https://www.nmles.gov/Sessions/13%20Regular/final/SB0448.pdf,Yr_13RSB0448.pdf,Joseph Cervantes
277,SB 458,DEVELOPMENTAL DISABILITIES SERVICE CHANGES,Nancy Rodriguez,VETO,2013 Regular,2013,Regular,458,https://www.nmles.gov/Sessions/13%20Regular/final/SB0458.pdf,Yr_13RSB0458.pdf,Nancy Rodriguez
278,SB 464,SCHOOL DISTRICT SOLVENCY FLEXIBILITY,Gay G. Kernan,SGND,2013 Regular,2013,Regular,464,https://www.nmles.gov/Sessions/13%20Regular/final/SB0464.pdf,Yr_13RSB0464.pdf,Gay G. Kernan
279,SB 479,ADEQUATE SUBDIVISION WATER SUPPLIES,Peter Wirth,SGND,2013 Regular,2013,Regular,479,https://www.nmles.gov/Sessions/13%20Regular/final/SB0479.pdf,Yr_13RSB0479.pdf,Peter Wirth
280,SB 480,SUBDIVISION WATER PERMITS,Peter Wirth,SGND,2013 Regular,2013,Regular,480,https://www.nmles.gov/Sessions/13%20Regular/final/SB0480.pdf,Yr_13RSB0480.pdf,Peter Wirth
281,SB 485,NOMINATING PETITION FILING & RESOLUTION TIMES,Carlos R. Cisneros,SGND,2013 Regular,2013,Regular,485,https://www.nmles.gov/Sessions/13%20Regular/final/SB0485.pdf,Yr_13RSB0485.pdf,Carlos R. Cisneros
282,SB 490,ACCURACY OF EYEWITNESS PROCEDURES,Cisco McSorley,POCKET VETO,2013 Regular,2013,Regular,490,https://www.nmles.gov/Sessions/13%20Regular/final/SB0490.pdf,Yr_13RSB0490.pdf,Cisco McSorley
283,SB 491,POST-CONVICTION DNA TESTING ACT,Cisco McSorley,POCKET VETO,2013 Regular,2013,Regular,491,https://www.nmles.gov/Sessions/13%20Regular/final/SB0491.pdf,Yr_13RSB0491.pdf,Cisco McSorley
284,SB 495,NMFA BONDS FOR HOSPITALS,Howie C. Morales,POCKET VETO,2013 Regular,2013,Regular,495,https://www.nmles.gov/Sessions/13%20Regular/final/SB0495.pdf,Yr_13RSB0495.pdf,Howie C. Morales
285,SB 497,HOMEOWNER ASSOCIATION ACT,Timothy M. Keller,SGND,2013 Regular,2013,Regular,497,https://www.nmles.gov/Sessions/13%20Regular/final/SB0497.pdf,Yr_13RSB0497.pdf,Timothy M. Keller
286,SB 510,AGRICULTURAL PROPERTY VALUATION TIMES,Nancy Rodriguez,SGND,2013 Regular,2013,Regular,510,https://www.nmles.gov/Sessions/13%20Regular/final/SB0510.pdf,Yr_13RSB0510.pdf,Nancy Rodriguez
287,SB 539,REMOTE SELLERS GROSS RECEIPTS,John Arthur Smith,POCKET VETO,2013 Regular,2013,Regular,539,https://www.nmles.gov/Sessions/13%20Regular/final/SB0539.pdf,Yr_13RSB0539.pdf,John Arthur Smith
288,SB 555,STATE-OWNED RAILROAD PROPERTY DISPOSAL,Gerald Ortiz y Pino,SGND,2013 Regular,2013,Regular,555,https://www.nmles.gov/Sessions/13%20Regular/final/SB0555.pdf,Yr_13RSB0555.pdf,Gerald Ortiz y Pino
289,SB 557,RURAL JOB TAX CREDIT DEFINITIONS,Carroll H. Leavell,SGND,2013 Regular,2013,Regular,557,https://www.nmles.gov/Sessions/13%20Regular/final/SB0557.pdf,Yr_13RSB0557.pdf,Carroll H. Leavell
290,SB 572,RENOVATION & CONSTRUCTION OF STATE OFFICES,Stuart Ingle,SGND,2013 Regular,2013,Regular,572,https://www.nmles.gov/Sessions/13%20Regular/final/SB0572.pdf,Yr_13RSB0572.pdf,Stuart Ingle
291,SB 574,SUSPENSION OF UTILITIES FOR DEPLOYED MILITARY,William Soules,SGND,2013 Regular,2013,Regular,574,https://www.nmles.gov/Sessions/13%20Regular/final/SB0574.pdf,Yr_13RSB0574.pdf,William Soules
292,SB 586,ADDITIONAL HEALTH CARE SOURCE PAYMENTS,Phil A. Griego,SGND,2013 Regular,2013,Regular,586,https://www.nmles.gov/Sessions/13%20Regular/final/SB0586.pdf,Yr_13RSB0586.pdf,Phil A. Griego
293,SB 587,STATE SCHOOL GRADES COUNCIL,Howie C. Morales,VETO,2013 Regular,2013,Regular,587,https://www.nmles.gov/Sessions/13%20Regular/final/SB0587.pdf,Yr_13RSB0587.pdf,Howie C. Morales
294,SB 588,TEACHER & PRINCIPAL EVALUATION SYSTEM COUNCIL,Howie C. Morales,VETO,2013 Regular,2013,Regular,588,https://www.nmles.gov/Sessions/13%20Regular/final/SB0588.pdf,Yr_13RSB0588.pdf,Howie C. Morales
295,SB 621,PUBLIC UTILITY EFFICIENCY & COST RECOVERY,Joseph Cervantes,SGND,2013 Regular,2013,Regular,621,https://www.nmles.gov/Sessions/13%20Regular/final/SB0621.pdf,Yr_13RSB0621.pdf,Joseph Cervantes
296,SB 630,CLARIFY LENDER REPORTING REQUIREMENT,Clemente Sanchez,SGND,2013 Regular,2013,Regular,630,https://www.nmles.gov/Sessions/13%20Regular/final/SB0630.pdf,Yr_13RSB0630.pdf,Clemente Sanchez
297,SB 638,REGISTRATION OF PRIVATE COLLEGES,Timothy M. Keller,SGND,2013 Regular,2013,Regular,638,https://www.nmles.gov/Sessions/13%20Regular/final/SB0638.pdf,Yr_13RSB0638.pdf,Timothy M. Keller
298,HB 1,FEED BILL,Rick Miera,SGND BY GOV,2014 Regular,2014,Regular,1,https://www.nmles.gov/Sessions/14%20Regular/final/HB0001.pdf,Yr_14RHB0001.pdf,Rick Miera
299,HB 9,REQUIRE NEWBORN INFANT HEART DISEASE TESTING,Nora Espinoza,SGND BY GOV,2014 Regular,2014,Regular,9,https://www.nmles.gov/Sessions/14%20Regular/final/HB0009.pdf,Yr_14RHB0009.pdf,Nora Espinoza
300,HB 12,NMFA PUBLIC PROJECT REVOLVING FUND PROJECTS,Patricia A. Lundstrom,SGND BY GOV,2014 Regular,2014,Regular,12,https://www.nmles.gov/Sessions/14%20Regular/final/HB0012.pdf,Yr_14RHB0012.pdf,Patricia A. Lundstrom
301,HB 14,AIRCRAFT PARTS & MAINTENANCE GROSS RECEIPTS,"James P. White
Carlos R. Cisneros",SGND BY GOV,2014 Regular,2014,Regular,14,https://www.nmles.gov/Sessions/14%20Regular/final/HB0014.pdf,Yr_14RHB0014.pdf,James P. White
301,HB 14,AIRCRAFT PARTS & MAINTENANCE GROSS RECEIPTS,"James P. White
Carlos R. Cisneros",SGND BY GOV,2014 Regular,2014,Regular,14,https://www.nmles.gov/Sessions/14%20Regular/final/HB0014.pdf,Yr_14RHB0014.pdf,Carlos R. Cisneros
302,HB 16,LIQUOR TAX DISTRIBUTION TO DWI GRANT FUND,Carl Trujillo,SGND BY GOV,2014 Regular,2014,Regular,16,https://www.nmles.gov/Sessions/14%20Regular/final/HB0016.pdf,Yr_14RHB0016.pdf,Carl Trujillo
303,HB 19,UPDATE SCHOOL FINANCE AT-RISK INDEX,"Luciano ""Lucky"" Varela
John M. Sapien",SGND BY GOV,2014 Regular,2014,Regular,19,https://www.nmles.gov/Sessions/14%20Regular/final/HB0019.pdf,Yr_14RHB0019.pdf,Luciano Lucky Varela
303,HB 19,UPDATE SCHOOL FINANCE AT-RISK INDEX,"Luciano ""Lucky"" Varela
John M. Sapien",SGND BY GOV,2014 Regular,2014,Regular,19,https://www.nmles.gov/Sessions/14%20Regular/final/HB0019.pdf,Yr_14RHB0019.pdf,John M. Sapien
304,HB 24,COMMERCIAL OR MILITARY CARRIER GROSS RECEIPTS,Bob Wooley,SGND BY GOV,2014 Regular,2014,Regular,24,https://www.nmles.gov/Sessions/14%20Regular/final/HB0024.pdf,Yr_14RHB0024.pdf,Bob Wooley
305,HB 30,ALTERNATIVE FUEL TAX DEFINITIONS & PAYMENT,"Roberto ""Bobby"" J. Gonzales
Timothy M. Keller",SGND BY GOV,2014 Regular,2014,Regular,30,https://www.nmles.gov/Sessions/14%20Regular/final/HB0030.pdf,Yr_14RHB0030.pdf,Roberto Bobby J. Gonzales
305,HB 30,ALTERNATIVE FUEL TAX DEFINITIONS & PAYMENT,"Roberto ""Bobby"" J. Gonzales
Timothy M. Keller",SGND BY GOV,2014 Regular,2014,Regular,30,https://www.nmles.gov/Sessions/14%20Regular/final/HB0030.pdf,Yr_14RHB0030.pdf,Timothy M. Keller
306,HB 32,DIALYSIS FACILITY SERVICE GROSS RECEIPTS,"Roberto ""Bobby"" J. Gonzales",SGND BY GOV,2014 Regular,2014,Regular,32,https://www.nmles.gov/Sessions/14%20Regular/final/HB0032.pdf,Yr_14RHB0032.pdf,Roberto Bobby J. Gonzales
307,HB 33,JUDICIAL RETIREMENT CHANGES,"Luciano ""Lucky"" Varela",SGND BY GOV,2014 Regular,2014,Regular,33,https://www.nmles.gov/Sessions/14%20Regular/final/HB0033.pdf,Yr_14RHB0033.pdf,Luciano Lucky Varela
308,HB 35,ADDITIONAL FUNDING UNITS FOR SOME SCHOOLS,Jimmie C. Hall,SGND BY GOV,2014 Regular,2014,Regular,35,https://www.nmles.gov/Sessions/14%20Regular/final/HB0035.pdf,Yr_14RHB0035.pdf,Jimmie C. Hall
309,HB 42,FILING OF ANNUAL LAND GRANT BOARD REPORTS,"TomÃ¡s E. Salazar
Timothy M. Keller",SGND BY GOV,2014 Regular,2014,Regular,42,https://www.nmles.gov/Sessions/14%20Regular/final/HB0042.pdf,Yr_14RHB0042.pdf,TomÃ¡s E. Salazar
309,HB 42,FILING OF ANNUAL LAND GRANT BOARD REPORTS,"TomÃ¡s E. Salazar
Timothy M. Keller",SGND BY GOV,2014 Regular,2014,Regular,42,https://www.nmles.gov/Sessions/14%20Regular/final/HB0042.pdf,Yr_14RHB0042.pdf,Timothy M. Keller
310,HB 50,BAIL BONDSMAN QUALIFICATIONS & LICENSURE,"James E. Smith
Daniel A. Ivey-Soto",SGND BY GOV,2014 Regular,2014,Regular,50,https://www.nmles.gov/Sessions/14%20Regular/final/HB0050.pdf,Yr_14RHB0050.pdf,James E. Smith
310,HB 50,BAIL BONDSMAN QUALIFICATIONS & LICENSURE,"James E. Smith
Daniel A. Ivey-Soto",SGND BY GOV,2014 Regular,2014,Regular,50,https://www.nmles.gov/Sessions/14%20Regular/final/HB0050.pdf,Yr_14RHB0050.pdf,Daniel A. Ivey-Soto
311,HB 51,RIGHT TO FARM NUISANCE CHANGES,Yvette Herrell,SGND BY GOV,2014 Regular,2014,Regular,51,https://www.nmles.gov/Sessions/14%20Regular/final/HB0051.pdf,Yr_14RHB0051.pdf,Yvette Herrell
312,HB 55,2014 WORK NM ACT- SEVERANCE TAX BOND PROJECTS,Jim R. Trujillo,SGND BY GOV,2014 Regular,2014,Regular,55,https://www.nmles.gov/Sessions/14%20Regular/final/HB0055.pdf,Yr_14RHB0055.pdf,Jim R. Trujillo
313,HB 58,BRAIN INJURY SERVICES FUND DEFINITIONS,"Jim R. Trujillo
Gay G. Kernan",SGND BY GOV,2014 Regular,2014,Regular,58,https://www.nmles.gov/Sessions/14%20Regular/final/HB0058.pdf,Yr_14RHB0058.pdf,Jim R. Trujillo
313,HB 58,BRAIN INJURY SERVICES FUND DEFINITIONS,"Jim R. Trujillo
Gay G. Kernan",SGND BY GOV,2014 Regular,2014,Regular,58,https://www.nmles.gov/Sessions/14%20Regular/final/HB0058.pdf,Yr_14RHB0058.pdf,Gay G. Kernan
314,HB 63,COUNTY DETENTION BEHAVIORAL HEALTH PROJECT,James Roger Madalena,VETO,2014 Regular,2014,Regular,63,https://www.nmles.gov/Sessions/14%20Regular/final/HB0063.pdf,Yr_14RHB0063.pdf,James Roger Madalena
315,HB 92,SCHOOL CHILD SEXUAL ABUSE DETECTION TRAINING,David M. Gallegos,SGND BY GOV,2014 Regular,2014,Regular,92,https://www.nmles.gov/Sessions/14%20Regular/final/HB0092.pdf,Yr_14RHB0092.pdf,David M. Gallegos
316,HB 99,ADULT FALL RISK & AWARENESS PROGRAM,"Elizabeth ""Liz"" Thomson",SGND BY GOV,2014 Regular,2014,Regular,99,https://www.nmles.gov/Sessions/14%20Regular/final/HB0099.pdf,Yr_14RHB0099.pdf,Elizabeth Liz Thomson
317,HB 126,PHARMACY BENEFIT MANAGER ACT,Nora Espinoza,SGND BY GOV,2014 Regular,2014,Regular,126,https://www.nmles.gov/Sessions/14%20Regular/final/HB0126.pdf,Yr_14RHB0126.pdf,Nora Espinoza
318,HB 141,CREATE ADDITIONAL JUDGESHIPS,Henry Kiki Saavedra,SGND BY GOV,2014 Regular,2014,Regular,141,https://www.nmles.gov/Sessions/14%20Regular/final/HB0141.pdf,Yr_14RHB0141.pdf,Henry Kiki Saavedra
319,HB 144,NO INSURANCE TAX FOR PRC ELECTIONS ACCOUNT,Thomas C. Taylor,SGND BY GOV,2014 Regular,2014,Regular,144,https://www.nmles.gov/Sessions/14%20Regular/final/HB0144.pdf,Yr_14RHB0144.pdf,Thomas C. Taylor
320,HB 152,MEDICAL PRACTICE ACT SUNSET,Terry H. McMillan,SGND,2014 Regular,2014,Regular,152,https://www.nmles.gov/Sessions/14%20Regular/final/HB0152.pdf,Yr_14RHB0152.pdf,Terry H. McMillan
321,HB 156,FUEL PRICES & SCHOOL TRANSPORTATION EMERGENCY,Mimi Stewart,SGND BY GOV,2014 Regular,2014,Regular,156,https://www.nmles.gov/Sessions/14%20Regular/final/HB0156.pdf,Yr_14RHB0156.pdf,Mimi Stewart
322,HB 157,SCHOOL TRANSPORTATION TRAINING FUND,Mimi Stewart,SGND BY GOV,2014 Regular,2014,Regular,157,https://www.nmles.gov/Sessions/14%20Regular/final/HB0157.pdf,Yr_14RHB0157.pdf,Mimi Stewart
323,HB 181,HUMAN TRAFFICKING RESOURCE CENTER HOTLINE,Emily Kane,SGND BY GOV,2014 Regular,2014,Regular,181,https://www.nmles.gov/Sessions/14%20Regular/final/HB0181.pdf,Yr_14RHB0181.pdf,Emily Kane
324,HB 182,MOVE APPRENTICESHIP ASSISTANCE PROGRAM,Rick Miera,SGND BY GOV,2014 Regular,2014,Regular,182,https://www.nmles.gov/Sessions/14%20Regular/final/HB0182.pdf,Yr_14RHB0182.pdf,Rick Miera
325,HB 185,COMMERCIAL REAL ESTATE BROKER LIEN ACT,"Antonio ""Moe"" Maestas",SGND BY GOV,2014 Regular,2014,Regular,185,https://www.nmles.gov/Sessions/14%20Regular/final/HB0185.pdf,Yr_14RHB0185.pdf,Antonio Moe Maestas
326,HB 215,EDUCATION TRUST BOARD CHANGES,Jim R. Trujillo,SGND BY GOV,2014 Regular,2014,Regular,215,https://www.nmles.gov/Sessions/14%20Regular/final/HB0215.pdf,Yr_14RHB0215.pdf,Jim R. Trujillo
327,HB 216,MAGISTRATE RETIREMENT CHANGES,Jim R. Trujillo,SGND BY GOV,2014 Regular,2014,Regular,216,https://www.nmles.gov/Sessions/14%20Regular/final/HB0216.pdf,Yr_14RHB0216.pdf,Jim R. Trujillo
328,HB 222,PUEBLO LEASE OF ADJUDICATED WATER,"Roberto ""Bobby"" J. Gonzales",SGND BY GOV,2014 Regular,2014,Regular,222,https://www.nmles.gov/Sessions/14%20Regular/final/HB0222.pdf,Yr_14RHB0222.pdf,Roberto Bobby J. Gonzales
329,HB 223,CONVENTION CENTER FINANCING ACT DEFINITIONS,"Roberto ""Bobby"" J. Gonzales",SGND BY GOV,2014 Regular,2014,Regular,223,https://www.nmles.gov/Sessions/14%20Regular/final/HB0223.pdf,Yr_14RHB0223.pdf,Roberto Bobby J. Gonzales
330,HB 232,RENEWABLE ENERGY REPORTING DATES,"George Dodge, Jr.",SGND BY GOV,2014 Regular,2014,Regular,232,https://www.nmles.gov/Sessions/14%20Regular/final/HB0232.pdf,Yr_14RHB0232.pdf,George Dodge
330,HB 232,RENEWABLE ENERGY REPORTING DATES,"George Dodge, Jr.",SGND BY GOV,2014 Regular,2014,Regular,232,https://www.nmles.gov/Sessions/14%20Regular/final/HB0232.pdf,Yr_14RHB0232.pdf, Jr.
331,HB 271,K-12 BREAKFAST AFTER THE BELL PROGRAMS,W. Ken Martinez,SGND BY GOV,2014 Regular,2014,Regular,271,https://www.nmles.gov/Sessions/14%20Regular/final/HB0271.pdf,Yr_14RHB0271.pdf,W. Ken Martinez
332,HB 273,ECONOMIC DEVELOPMENT GRANT & PROGRAM,"W. Ken Martinez
Mary Kay Papen",SGND BY GOV,2014 Regular,2014,Regular,273,https://www.nmles.gov/Sessions/14%20Regular/final/HB0273.pdf,Yr_14RHB0273.pdf,W. Ken Martinez
332,HB 273,ECONOMIC DEVELOPMENT GRANT & PROGRAM,"W. Ken Martinez
Mary Kay Papen",SGND BY GOV,2014 Regular,2014,Regular,273,https://www.nmles.gov/Sessions/14%20Regular/final/HB0273.pdf,Yr_14RHB0273.pdf,Mary Kay Papen
333,HB 280,RETURN TO STATUTORY SCHOOL CLASS LOADS,Mimi Stewart,SGND BY GOV,2014 Regular,2014,Regular,280,https://www.nmles.gov/Sessions/14%20Regular/final/HB0280.pdf,Yr_14RHB0280.pdf,Mimi Stewart
334,HB 287,FIREFIGHTER SUPPLEMENTAL BENEFITS,Emily Kane,SGND BY GOV,2014 Regular,2014,Regular,287,https://www.nmles.gov/Sessions/14%20Regular/final/HB0287.pdf,Yr_14RHB0287.pdf,Emily Kane
335,HB 288,BIODIESEL TAX DEDUCTION,"Roberto ""Bobby"" J. Gonzales",SGND BY GOV,2014 Regular,2014,Regular,288,https://www.nmles.gov/Sessions/14%20Regular/final/HB0288.pdf,Yr_14RHB0288.pdf,Roberto Bobby J. Gonzales
336,HB 328,MINOR PARTY ELECTION NOMINATING PETITIONS,Edward C. Sandoval,SGND BY GOV,2014 Regular,2014,Regular,328,https://www.nmles.gov/Sessions/14%20Regular/final/HB0328.pdf,Yr_14RHB0328.pdf,Edward C. Sandoval
337,HB 330,DIPLOMA SEAL OF BILINGUALISM,Rick Miera,SGND BY GOV,2014 Regular,2014,Regular,330,https://www.nmles.gov/Sessions/14%20Regular/final/HB0330.pdf,Yr_14RHB0330.pdf,Rick Miera
338,HB 337,NATIVE AMERICANS IN MEDICAID MANAGED CARE,James Roger Madalena,POCKET VETO,2014 Regular,2014,Regular,337,https://www.nmles.gov/Sessions/14%20Regular/final/HB0337.pdf,Yr_14RHB0337.pdf,James Roger Madalena
339,HB 338,PUBLIC DEFENDER DEPT. PERSONNEL POLICIES,"Gail Chasey
Daniel A. Ivey-Soto",SGND BY GOV,2014 Regular,2014,Regular,338,https://www.nmles.gov/Sessions/14%20Regular/final/HB0338.pdf,Yr_14RHB0338.pdf,Gail Chasey
339,HB 338,PUBLIC DEFENDER DEPT. PERSONNEL POLICIES,"Gail Chasey
Daniel A. Ivey-Soto",SGND BY GOV,2014 Regular,2014,Regular,338,https://www.nmles.gov/Sessions/14%20Regular/final/HB0338.pdf,Yr_14RHB0338.pdf,Daniel A. Ivey-Soto
340,SB 9,ONE-STOP BUSINESS PORTAL ACT,"Mary Kay Papen
Luciano ""Lucky"" Varela",SGND BY GOV,2014 Regular,2014,Regular,9,https://www.nmles.gov/Sessions/14%20Regular/final/SB0009.pdf,Yr_14RSB0009.pdf,Mary Kay Papen
340,SB 9,ONE-STOP BUSINESS PORTAL ACT,"Mary Kay Papen
Luciano ""Lucky"" Varela",SGND BY GOV,2014 Regular,2014,Regular,9,https://www.nmles.gov/Sessions/14%20Regular/final/SB0009.pdf,Yr_14RSB0009.pdf,Luciano Lucky Varela
341,SB 19,PROHIBIT TEXTING WHILE DRIVING,"Peter Wirth
James E. Smith",SGND BY GOV,2014 Regular,2014,Regular,19,https://www.nmles.gov/Sessions/14%20Regular/final/SB0019.pdf,Yr_14RSB0019.pdf,Peter Wirth
341,SB 19,PROHIBIT TEXTING WHILE DRIVING,"Peter Wirth
James E. Smith",SGND BY GOV,2014 Regular,2014,Regular,19,https://www.nmles.gov/Sessions/14%20Regular/final/SB0019.pdf,Yr_14RSB0019.pdf,James E. Smith
342,SB 21,THEFT OF UTILITY & RAILROAD HARDWARE PENALTY,Steven P. Neville,SGND BY GOV,2014 Regular,2014,Regular,21,https://www.nmles.gov/Sessions/14%20Regular/final/SB0021.pdf,Yr_14RSB0021.pdf,Steven P. Neville
343,SB 31,LOCAL GOVERNMENT PLANNING FUND,Mary Kay Papen,SGND BY GOV,2014 Regular,2014,Regular,31,https://www.nmles.gov/Sessions/14%20Regular/final/SB0031.pdf,Yr_14RSB0031.pdf,Mary Kay Papen
344,SB 38,METRO COURT BOND FUND RECIPIENTS,Jacob Candelaria,VETO,2014 Regular,2014,Regular,38,https://www.nmles.gov/Sessions/14%20Regular/final/SB0038.pdf,Yr_14RSB0038.pdf,Jacob Candelaria
345,SB 41,COMMERCIAL DRIVER'S LICENSE RETESTING,Steven P. Neville,SGND BY GOV,2014 Regular,2014,Regular,41,https://www.nmles.gov/Sessions/14%20Regular/final/SB0041.pdf,Yr_14RSB0041.pdf,Steven P. Neville
346,SB 44,"USE OF ""HIGH SCHOOL EQUIVALENCY CREDENTIAL""",Gay G. Kernan,SGND BY GOV,2014 Regular,2014,Regular,44,https://www.nmles.gov/Sessions/14%20Regular/final/SB0044.pdf,Yr_14RSB0044.pdf,Gay G. Kernan
347,SB 49,CO-OP RENEWABLE ENERGY PURCHASE REPORTING,Pat Woods,SGND BY GOV,2014 Regular,2014,Regular,49,https://www.nmles.gov/Sessions/14%20Regular/final/SB0049.pdf,Yr_14RSB0049.pdf,Pat Woods
348,SB 53,GENERAL OBLIGATION BOND PROJECTS,Carlos R. Cisneros,SGND BY GOV,2014 Regular,2014,Regular,53,https://www.nmles.gov/Sessions/14%20Regular/final/SB0053.pdf,Yr_14RSB0053.pdf,Carlos R. Cisneros
349,SB 56,UPDATE MODEL ACTS OF INSURANCE CODE,Carroll H. Leavell,SGND BY GOV,2014 Regular,2014,Regular,56,https://www.nmles.gov/Sessions/14%20Regular/final/SB0056.pdf,Yr_14RSB0056.pdf,Carroll H. Leavell
350,SB 58,COMMUNITY HEALTH WORKERS ACT,Mary Kay Papen,SGND BY GOV,2014 Regular,2014,Regular,58,https://www.nmles.gov/Sessions/14%20Regular/final/SB0058.pdf,Yr_14RSB0058.pdf,Mary Kay Papen
351,SB 69,AFRICAN AMERICAN INFANT MORTALITY PROGRAM,Gerald Ortiz y Pino,SGND BY GOV,2014 Regular,2014,Regular,69,https://www.nmles.gov/Sessions/14%20Regular/final/SB0069.pdf,Yr_14RSB0069.pdf,Gerald Ortiz y Pino
352,SB 71,MUNICIPAL HOUSING COMMISSIONER APPOINTMENTS,"Gerald Ortiz y Pino
Don L. Tripp",SGND BY GOV,2014 Regular,2014,Regular,71,https://www.nmles.gov/Sessions/14%20Regular/final/SB0071.pdf,Yr_14RSB0071.pdf,Gerald Ortiz y Pino
352,SB 71,MUNICIPAL HOUSING COMMISSIONER APPOINTMENTS,"Gerald Ortiz y Pino
Don L. Tripp",SGND BY GOV,2014 Regular,2014,Regular,71,https://www.nmles.gov/Sessions/14%20Regular/final/SB0071.pdf,Yr_14RSB0071.pdf,Don L. Tripp
