"Chevron USA Inc., Its Parent Corp. Chevron Corp. ,""Chevron USA Inc., Its Parent Corp. Chevron Corp. "",""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"CHI St. Jospeh's Children,CHI St. Jospeh's Children,HEALTHCARE,,"
"Childrens Advocacy Centers of NM ,Childrens Advocacy Centers of NM ,""SENIOR, FAMILY & YOUTH ADVOCACY"",,"
"Children's Dental at Sonoma LLC,Children's Dental at Sonoma LLC,HEALTHCARE,,"
"Chirisa Capital Management,Chirisa Capital Management,BANKING & FINANCE,,"
"Chiropratic Strategies, Inc.,""Chiropratic Strategies, Inc."",HEALTHCARE,,"
"Chris E. Chavez,Chris E. Chavez,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Chris Larranaga Enterprises, Inc.,""Chris Larranaga Enterprises, Inc."",HEALTHCARE,,"
"Christian Science Committee on Publication for NM,Christian Science Committee on Publication for NM,RELIGIOUS ORGANIZATIONS,,"
"CHRISTUS St. Vincent Regional Medical Center ,CHRISTUS St. Vincent Regional Medical Center ,HEALTHCARE,,"
"Chronic Disease Prevention Council,Chronic Disease Prevention Council,HEALTHCARE,,"
"CHSPSC, LLC,""CHSPSC, LLC"",HEALTHCARE,,"
"Cien Aguas Green School Project (CAGSP),Cien Aguas Green School Project (CAGSP),EDUCATION,,"
"Cigar Association of America, Inc.,""Cigar Association of America, Inc."",""ALCOHOL, CANNABIS, & TOBACCO"",,"
"Cigna Corp.,Cigna Corp.,INSURANCE,,"
"Cigna Corporate Services, LLC,""Cigna Corporate Services, LLC"",INSURANCE,,"
"Cimarex Energy Company,Cimarex Energy Company,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Circle P of New Mexico, LLC,""Circle P of New Mexico, LLC"",REAL ESTATE & CONSTRUCTION,,"
"Cisco Systems, Inc.,""Cisco Systems, Inc."",INFORMATION TECHNOLOGY,,"
"Citigroup Managment Group,Citigroup Managment Group,BANKING & FINANCE,,"
"Citigroup Washington, Inc.,""Citigroup Washington, Inc."",BANKING & FINANCE,,"
"Citizens for Change New Mexico,Citizens for Change New Mexico,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"City of Albuquerque,City of Albuquerque,CITY & COUNTY GOVERNMENT,,"
"City of Aztec,City of Aztec,CITY & COUNTY GOVERNMENT,,"
"City of Bloomfield,City of Bloomfield,CITY & COUNTY GOVERNMENT,,"
"City of Calrsbad,City of Calrsbad,CITY & COUNTY GOVERNMENT,,"
"City of Clayton,City of Clayton,CITY & COUNTY GOVERNMENT,,"
"City of Clovis,City of Clovis,CITY & COUNTY GOVERNMENT,,"
"City of Deming,City of Deming,CITY & COUNTY GOVERNMENT,,"
"City of Farmington,City of Farmington,CITY & COUNTY GOVERNMENT,,"
"City of Gallup,City of Gallup,CITY & COUNTY GOVERNMENT,,"
"City of Hobbs,City of Hobbs,CITY & COUNTY GOVERNMENT,,"
"City of Las Cruces,City of Las Cruces,CITY & COUNTY GOVERNMENT,,"
"City of Las Vegas ,City of Las Vegas ,CITY & COUNTY GOVERNMENT,,"
"City of Portales,City of Portales,CITY & COUNTY GOVERNMENT,,"
"City of Rio Rancho ,City of Rio Rancho ,CITY & COUNTY GOVERNMENT,,"
"City of Roswell,City of Roswell,CITY & COUNTY GOVERNMENT,,"
"City of Ruidoso Downs,City of Ruidoso Downs,CITY & COUNTY GOVERNMENT,,"
"City of Santa Fe,City of Santa Fe,CITY & COUNTY GOVERNMENT,,"
"City of Santa Rosa,City of Santa Rosa,CITY & COUNTY GOVERNMENT,,"
"City of Socorro,City of Socorro,CITY & COUNTY GOVERNMENT,,"
"CLA Consulting ,CLA Consulting ,BANKING & FINANCE,,"
"Clark, Guy,""Clark, Guy"",CASINO & GAMING,,"
"Clean Water Partnership - Cannon,Clean Water Partnership - Cannon,WATER RESOURCES,,"
"Clear Channel Outdoor,Clear Channel Outdoor,""MEDIA INFORMATION, COMMUNICATIONS, & PUBLISHING"",,"
"Clinton D. Harden & Assoc.,Clinton D. Harden & Assoc.,LABOR & WORKFORCE,,"
"Clinton D. Harden & Associates, LLC,Clinton D. Harden & Assoc.,LABOR & WORKFORCE,,"
"Clovis Community College,Clovis Community College,EDUCATION,,"
"CNSP, Inc, DBA NMSurf,""CNSP, Inc, DBA NMSurf"",INFORMATION TECHNOLOGY,,"
"Coalition for Clean Affordable Energy,Coalition for Clean Affordable Energy,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Coalition for Community Solar Access,Coalition for Community Solar Access,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Coalition of Arizona/New Mexico Counties,Coalition of Arizona/New Mexico Counties,CITY & COUNTY GOVERNMENT,,"
"Coalition of Charter Schools,Coalition of Charter Schools,EDUCATION,,"
"Coalition of Sustainable Communities NM,Coalition of Sustainable Communities NM,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"Coast Range Investments, LLC,""Coast Range Investments, LLC"",BANKING & FINANCE,,"
"Cochiti Pueblo,Cochiti Pueblo,TRIBAL GOVERNMENT,,"
"Code.org,Code.org,EDUCATION,,"
"COG Operating,COG Operating,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Cold Plasma, Inc.,""Cold Plasma, Inc."",INDUSTRY,,"
"Colgene Corporation,Colgene Corporation,INFORMATION TECHNOLOGY,,"
"College of American Pathologists,College of American Pathologists,HEALTHCARE,,"
"Comcast Cable Communications, LLC,""Comcast Cable Communications, LLC"",TELECOM,,"
"Comcast Cable Corporation,Comcast Cable Corporation,TELECOM,,"
"Comcast Corporation,Comcast Corporation,TELECOM,,"
"Commemorative Air Force ,Commemorative Air Force ,MILITARY  & VETERANS,,"
"Common Cause of New Mexico,Common Cause of New Mexico,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"Common Sense Media,Common Sense Media,""MEDIA INFORMATION, COMMUNICATIONS, & PUBLISHING"",,"
"Communications Workers of America Dist. 7,Communications Workers of America Dist. 7,LABOR & WORKFORCE,,"
"Communications Workers of America Local 7076,Communications Workers of America Local 7076,LABOR & WORKFORCE,,"
"Communities in Action and of Faith (CAFe),Communities in Action and of Faith (CAFe),RELIGIOUS ORGANIZATIONS,,"
"Communities in Schools  Inc./Comm in Schools of NM,Communities in Schools  Inc./Comm in Schools of NM,EDUCATION,,"
"Community Drug Coalition of Lea County ,Community Drug Coalition of Lea County ,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"Community Economics Laboratory,Community Economics Laboratory,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"Community Financial Service Center-DBA Speedy Loan,Community Financial Service Center-DBA Speedy Loan,BANKING & FINANCE,,"
"Community Financial Services Asociation of NM,Community Financial Services Asociation of NM,BANKING & FINANCE,,"
"Community Health Systems,Community HEALTHCARE Systems,HEALTHCARE,,"
"Community In Schools New Mexico,Community In Schools New Mexico,EDUCATION,,"
"Community Loans of America,Community Loans of America,BANKING & FINANCE,,"
"Compassion & Choices,Compassion & Choices,HEALTHCARE,,"
"Compassionate Touch Network,Compassionate Touch Network,HEALTHCARE,,"
"Comprehensive Mobile Insurance Arizona,Comprehensive Mobile Insurance Arizona,INSURANCE,,"
"Concerned Citizens for Nuclear Safety,Concerned Citizens for Nuclear Safety,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"Concho Resources Inc. ,Concho Resources Inc. ,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Concho Resources Inc.,,""Concho Resources Inc.,"",""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Condit & Associates LLC,Condit & Associates LLC,BANKING & FINANCE,,"
"Conduent INC,Conduent INC,INDUSTRY,,"
"Conectas,Conectas,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"Connections Education,Connections Education,EDUCATION,,"
"Conoco Phillips,Conoco Phillips,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"ConocoPhillips,ConocoPhillips,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Conservation Voters New Mexico,Conservation Voters New Mexico,""CONSERVATION,  ENVIRONMENT & NATURAL RESOURCES"",,"
"Consumer Credit Industry Association ,Consumer Credit Industry Association ,BANKING & FINANCE,,"
"Consumer Data Industry Association,Consumer Data Industry Association,RETAIL & CONSUMER RIGHTS,,"
"Consumer Healthcare Products Association,Consumer HEALTHCARE Products Association,HEALTHCARE,,"
"Consumer Installment  Loan Association,Consumer Installment  Loan Association,BANKING & FINANCE,,"
"Consumer Installment Lenders Association of New Mexico,Consumer Installment Lenders Association of New Mexico,BANKING & FINANCE,,"
"Consumer Lending Alliance, Inc.,""Consumer Lending Alliance, Inc."",BANKING & FINANCE,,"
"CONSUMER REPORTS, INC.,""CONSUMER REPORTS, INC."",RETAIL & CONSUMER RIGHTS,,"
"Consumers Union of United States, Inc. DBA Consume,""Consumers Union of United States, Inc. DBA Consume"",RETAIL & CONSUMER RIGHTS,,"
"Convention of States Action,Convention of States Action,JUDICIARY & RULES,,"
"Cooperative Educational Services,Cooperative Educational Services,EDUCATION,,"
"COPART,COPART,TRANSPORTATION,,"
"Coral Community Charter School,Coral Community Charter School,EDUCATION,,"
"CoreCivic, Inc.,""CoreCivic, Inc."",LAW ENFORCEMENT & CRIME,,"
"Coronado Little League,Coronado Little League,SPORTS,,"
"Coronado Partners LLC,Coronado Partners LLC,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Coronado Partners/Quay County Gaming Authority,Coronado Partners/Quay County Gaming Authority,CASINO & GAMING,,"
"Correctional Health Management,Correctional Health Management,HEALTHCARE,,"
"Correctional Helathcare Companies,Correctional Helathcare Companies,HEALTHCARE,,"
"Corrections Corporation of America,Corrections Corporation of America,LAW ENFORCEMENT & CRIME,,"
"Corrections Department,Corrections Department,LAW ENFORCEMENT & CRIME,,"
"Cottonwood Classical Charter School,Cottonwood Classical Charter School,EDUCATION,,"
"Cottonwood Financial Administration Service, LLC,""Cottonwood Financial Administration Service, LLC"",BANKING & FINANCE,,"
"Council For A Strong America,Council For A Strong America,LAW ENFORCEMENT & CRIME,,"
"Council for Biotechnology Information (CBI),Council for Biotechnology Information (CBI),INDUSTRY,,"
"Council of State Governments, Justice Center,""Council of State Governments, Justice Center"",LAW ENFORCEMENT & CRIME,,"
"Council of University Presidents (cup),Council of University Presidents (cup),EDUCATION,,"
"County of Luna,County of Luna,CITY & COUNTY GOVERNMENT,,"
"County of San Miguel ,County of San Miguel ,CITY & COUNTY GOVERNMENT,,"
"County of Sierra,County of Sierra,CITY & COUNTY GOVERNMENT,,"
"County of Taos,County of Taos,CITY & COUNTY GOVERNMENT,,"
"Courtesy Loans of NM, LLC,""Courtesy Loans of NM, LLC"",BANKING & FINANCE,,"
"Covenant Health System,Covenant HEALTHCARE System,HEALTHCARE,,"
"Covenant Pathways,Covenant Pathways,RANCHING & AGRICULTURE,,"
"Cowart Dizzia LLP,Cowart Dizzia LLP,HEALTHCARE,,"
"CPLC New Mexico Inc.,CPLC New Mexico Inc.,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"CPV Lazy J Renewable Energy Company,CPV Lazy J Renewable Energy Company,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Credit Union Association of New Mexico,Credit Union Association of New Mexico,BANKING & FINANCE,,"
"Cronic Disease Prevention Council,Cronic Disease Prevention Council,HEALTHCARE,,"
"CropLife America,CropLife America,RANCHING & AGRICULTURE,,"
"Crown Castle,Crown Castle,TELECOM,,"
"CTIA-The Wireless Association,CTIA-The Wireless Association,TELECOM,,"
"Cumbres & Toltec Scenic Railroad,Cumbres & Toltec Scenic Railroad,TRANSPORTATION,,"
"Curry County,Curry County,CITY & COUNTY GOVERNMENT,,"
"CVS Health,CVS Health,HEALTHCARE,,"
"Cypress Creek Renewables,Cypress Creek Renewables,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"CYRQ Energy,CYRQ Energy,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Cyrq Energy Inc.,Cyrq Energy Inc.,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"CYRQ Energy, Inc. ,""CYRQ Energy, Inc. "",ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Cystic Fibrosis Advisory Council,Cystic Fibrosis Advisory Council,HEALTHCARE,,"
"D/B/A Accelerated Water Resources,D/B/A Accelerated Water Resources,WATER RESOURCES,,"
"D/B/A Emergent BioSolutions,D/B/A Emergent BioSolutions,INDUSTRY,,"
"D/B/A National Strategies,D/B/A National Strategies,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"DAHL Plumbing,DAHL Plumbing,INDUSTRY,,"
"Dahn Yoga & Health Centers, Inc,""Dahn Yoga & HEALTHCARE Centers, Inc"",HEALTHCARE,,"
"Dairy Farmers of America Inc.,Dairy Farmers of America Inc.,RANCHING & AGRICULTURE,,"
"Dairy Industry Group for a Clean Environment,Dairy Industry Group for a Clean Environment,RANCHING & AGRICULTURE,,"
"Dairy Producers of New Mexico,Dairy Producers of New Mexico,RANCHING & AGRICULTURE,,"
"Dara Luz Birth Center ,Dara Luz Birth Center ,HEALTHCARE,,"
"Darden Restaurants ,Darden Restaurants ,""RESTAURANT, FOOD & BEVERAGE "",,"
"Darden, Inc.,""Darden, Inc."",""RESTAURANT, FOOD & BEVERAGE "",,"
"Data Recognition Corporation,Data Recognition Corporation,INFORMATION TECHNOLOGY,,"
"Davita,Davita,HEALTHCARE,,"
"DaVita Medical Group ,DaVita Medical Group ,HEALTHCARE,,"
"DaVita Rx,DaVita Rx,HEALTHCARE,,"
"DCP Midstream,DCP Midstream,BANKING & FINANCE,,"
"Defenders of Wildlife,Defenders of Wildlife,""CONSERVATION,  ENVIRONMENT & NATURAL RESOURCES"",,"
"Deloitte Consulting,Deloitte Consulting,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Delta Airlines,Delta Airlines,TRANSPORTATION,,"
"Delta Consulting Group, Inc. ,""Delta Consulting Group, Inc. "",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Delta Consulting Group, LLC,""Delta Consulting Group, Inc. "",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Delta Dental Plan of New Mexico ,Delta Dental Plan of New Mexico ,HEALTHCARE,,"
"Deming Realty Co.,Deming Realty Co.,REAL ESTATE & CONSTRUCTION,,"
"Department of Dine Education,Department of Dine Education,EDUCATION,,"
"Desert States Physical Therapy Network,Desert States Physical Therapy Network,HEALTHCARE,,"
"Devon Energy Corporation,Devon Energy Corporation,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Dexcom, Inc.,""Dexcom, Inc."",INDUSTRY,,"
"Diablo Fireworks,Diablo Fireworks,OTHER,,"
"Dickerson Catering ,Dickerson Catering ,""RESTAURANT, FOOD & BEVERAGE "",,"
"Digital Arts & Technology Academy,Digital Arts & Technology Academy,EDUCATION,,"
"Dine College,Dine College,EDUCATION,,"
"Direct Therapy Services,Direct Therapy Services,HEALTHCARE,,"
"Disability Coalition C/O Disability Rights New Mexico,Disability Coalition C/O Disability Rights New Mexico,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"Disability Rights New Mexico,Disability Rights New Mexico,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"Distilled Spirits Council of the United States ,Distilled Spirits Council of the United States ,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"District 1199 NM,District 1199 NM,HEALTHCARE,,"
"District 1199 NM Natnl. Union of Hosptial & Health,District 1199 NM Natnl. Union of Hosptial & HEALTHCARE,HEALTHCARE,,"
"DJR Energy,DJR Energy,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"DNA Saves,DNA Saves,LAW ENFORCEMENT & CRIME,,"
"Domenici Insights,Domenici Insights,BANKING & FINANCE,,"
"Dona Ana County,Dona Ana County,CITY & COUNTY GOVERNMENT,,"
"Dona Ana Medical Supply,Dona Ana Medical Supply,HEALTHCARE,,"
"Dona Ana Mutual Domestic Waste Consumers Association,Dona Ana Mutual Domestic Water Consumers Association,WATER RESOURCES,,"
"DraftKings, Inc.,""DraftKings, Inc."",CASINO & GAMING,,"
"Dream Train Consulting,Dream Train Consulting,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Drug Policy Alliance,Drug Policy Alliance NM,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"Drug Policy Alliance NM,Drug Policy Alliance NM,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"Dupont,Dupont,INDUSTRY,,"
"DXC Technology Company,DXC Technology Company,INFORMATION TECHNOLOGY,,"
"Earthjustice,Earthjustice,""CONSERVATION,  ENVIRONMENT & NATURAL RESOURCES"",,"
"Eastern New Mexico University-Portales,Eastern New Mexico University-Portales,EDUCATION,,"
"Eastern NM Rural Water Authority,Eastern NM Rural Water Authority,WATER RESOURCES,,"
"Eastern Sandoval County Arroyo Flood Control,Eastern Sandoval County Arroyo Flood Control,WATER RESOURCES,,"
"Economic Forum,Economic Forum,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"Eddy/Lea Energy Alliance,Eddy/Lea Energy Alliance,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"EDF Renewable Development,EDF Renewable Development,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"EDF Renewables,EDF Renewables,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Edgenuity,Edgenuity,EDUCATION,,"
"Educate New Mexico,Educate New Mexico,EDUCATION,,"
"Education Futures Group, LLC,""Education Futures Group, LLC"",EDUCATION,,"
"Education Networks of America,Education Networks of America,EDUCATION,,"
"EECOM LLC,EECOM LLC,INFORMATION TECHNOLOGY,,"
"El Camino Real Academy,El Camino Real Academy,EDUCATION,,"
"El Castillo Retirement Residences,El Castillo Retirement Residences,""SENIOR, FAMILY & YOUTH ADVOCACY"",,"
"El Paso Corporation,El Paso Corporation,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"El Paso County Hospital District,El Paso County Hospital District,HEALTHCARE,,"
"El Paso Electric Company,El Paso Electric Company,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"El Prado Water and Sanitation District,El Prado Water and Sanitation District,WATER RESOURCES,,"
"Eldorado Biofuels,Eldorado Biofuels,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Elephant Butte Irrigation District,Elephant Butte Irrigation District,WATER RESOURCES,,"
"Elevator Industry Work Preservation Fund ,Elevator Industry Work Preservation Fund ,LABOR & WORKFORCE,,"
"Elevator Industy Work Preservation Fund,Elevator Industry Work Preservation Fund ,LABOR & WORKFORCE,,"
"Eli Lilly Company, Inc.,""Eli Lilly Company, Inc."",PHARMACEUTICALS,,"
"Emergent Biosolutions,Emergent Biosolutions,INDUSTRY,,"
"Employer,EMR LLC,HEALTHCARE,,"
"EMR LLC,ENA,HEALTHCARE,,"
"ENA,Encana Oil & Gas (USA) Inc. ,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Encana Oil & Gas (USA) Inc. ,Encana Services,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Encana Services,Enchant Energy Corporation,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Enchant Energy Corporation,""Enchantment Pilates, LLC - Club Pilates New Mexico"",SPORTS,,"
"Enchantment Pilates, LLC - Club Pilates New Mexico,Energen,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Energen,Energy Fuels Inc.,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Energy Fuels Inc.,""Energy Fuels, Inc. "",""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Energy Fuels, Inc. ,""Energy Transfer Partners, L.P."",ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Energy Transfer Partners, L.P.,Energyadvocate LLC,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Energyadvocate LLC,Enlisted Association Legislative Interests,JUDICIARY & RULES,,"
"Enlisted Association Legislative Interests,ENMU,EDUCATION,,"
"ENMU,ENMU ,EDUCATION,,"
"ENMU ,""Enterprise Field Services, LLC "",""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Enterprise Field Services, LLC ,Enterprise Holdings,TRANSPORTATION,,"
"Enterprise Holdings,Enterprise Products Company,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Enterprise Products Company,Enterprise Products Operating LLC,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Enterprise Products Operating LLC,""Enterprise Products Operating, LLC"",""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Enterprise Products Operating, LLC,Enterprise Products Partners L.P.,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Enterprise Products Partners L.P.,Entertainment Software Association,EDUCATION,,"
"Entertainment Software Association,Environment New Mexico ,""CONSERVATION,  ENVIRONMENT & NATURAL RESOURCES"",,"
"Environment New Mexico ,Environmental Defense Action Fund (EDAF),""CONSERVATION,  ENVIRONMENT & NATURAL RESOURCES"",,"
"Environmental Defense Action Fund (EDAF),""EOG Resources, Inc."",""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"EOG Resources, Inc.,EPCOR Water New Mexico Inc.,WATER RESOURCES,,"
"EPCOR Water New Mexico Inc.,""EPCOR Water New Mexico, Inc"",WATER RESOURCES,,"
"EPCOR Water New Mexico, Inc,Equality New Mexico,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"Equality New Mexico,Eric Martinez Government Relations LLC,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Eric Martinez Government Relations LLC,Eastern Sandoval County Arroyo Flood Control Authority,WATER RESOURCES,,"
"ESCAFCA,Espanola Public School District,EDUCATION,,"
"Espanola Public School District,ESPN,""MEDIA INFORMATION, COMMUNICATIONS, & PUBLISHING"",,"
"ESPN,Everest Apothecary,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"Everest Apothecary,Everytown for Gun Safety Action Fund,""FIREARMS, GUNS & AMMUNITION"",,"
"Everytown for Gun Safety Action Fund,""Excellence in Education National, Inc. "",EDUCATION,,"
"Excellence in Education National, Inc. ,Excellent Schools NM,EDUCATION,,"
"Excellent Schools NM,""Exelon Generation Company, LLC"",ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Exelon Generation Company, LLC,Expedia Group,TOURISM,,"
"Expedia Group,Explora Museum,ARTS & CULTURE,,"
"Explora Museum,Express Ranches/ UU Bar,RANCHING & AGRICULTURE,,"
"Express Ranches/ UU Bar,Express Scripts Holding Co.,HEALTHCARE,,"
"Express Scripts Holding Co.,""Express Scripts, Inc."",HEALTHCARE,,"
"Express Scripts, Inc.,Exxon Mobil Corporation,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Exxon Mobil Corporation,""F2B Alliance, LLC"",FILM,,"
"F2B Alliance, LLC,Facebook Inc. ,INFORMATION TECHNOLOGY,,"
"Facebook Inc. ,""Fair Heights Neighboorhood  Association, Inc. "",REAL ESTATE & CONSTRUCTION,,"
"Fair Heights Neighboorhood  Association, Inc. ,""Familes and Youth, Inc."",""SENIOR, FAMILY & YOUTH ADVOCACY"",,"
"Familes and Youth, Inc.,Family Policy Alliance,""SENIOR, FAMILY & YOUTH ADVOCACY"",,"
"Family Policy Alliance,""FanDuel, Inc. "",CASINO & GAMING,,"
"FanDuel, Inc. ,Farm Credit of New Mexico ,BANKING & FINANCE,,"
"Farm Credit of New Mexico ,""Farm to Table, Inc."",""RESTAURANT, FOOD & BEVERAGE "",,"
"Farm to Table, Inc.,Farmers Insurance Property & Casualty,INSURANCE,,"
"Farmers Insurance Property & Casualty,Farmington Municipal Schools,EDUCATION,,"
"Farmington Municipal Schools,Fast Bucks,BANKING & FINANCE,,"
"Fast Bucks,Fast Forward Consulting,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Fast Forward Consulting,FastBucks ,BANKING & FINANCE,,"
"FastBucks ,Fedex Corporation,INDUSTRY,,"
"Fedex Corporation,Fenn Farms ,RANCHING & AGRICULTURE,,"
"Fenn Farms ,FGM3 Environmental,BANKING & FINANCE,,"
"FGM3 Environmental,Fidelity Investments,BANKING & FINANCE,,"
"Fidelity Investments,FireBrand,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"FireBrand,""Floglstlx, Inc."",TRANSPORTATION,,"
"Floglstlx, Inc.,Floridian Partners ,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Floridian Partners ,FMR LLC,BANKING & FINANCE,,"
"FMR LLC,Food & Water Watch ,""CONSERVATION,  ENVIRONMENT & NATURAL RESOURCES"",,"
"Food & Water Watch ,Food Industry Sel Insurance Fund of New Mexico,""RESTAURANT, FOOD & BEVERAGE "",,"
"Food Industry Sel Insurance Fund of New Mexico,""Forest City Covington New Mexico, LLC."",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Forest City Covington New Mexico, LLC.,Forest City Covington NM LLC,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Forest City Covington NM LLC,Forever Energy Consulting LLC,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Forever Energy Consulting LLC,Fort Sill Apache Economic Development,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"Fort Sill Apache Economic Development,Fort Sill Apache Tribe,TRIBAL GOVERNMENT,,"
"Fort Sill Apache Tribe,FORWARD TOGETHER,""SENIOR, FAMILY & YOUTH ADVOCACY"",,"
"FORWARD TOGETHER,Foundation for Government Accountability,JUDICIARY & RULES,,"
"Foundation for Government Accountability,""Four Corners Home HEALTHCARE Care - NM, LLC"",HEALTHCARE,,"
"Four Corners Home Health Care - NM, LLC,""FPL Energy, LLC. (NextEra Energy)"",ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"FPL Energy, LLC. (NextEra Energy),Francis Energy,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Francis Energy,""Francis EVC, LLC."",ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Francis EVC, LLC.,Freeport McMoran Copper & Gold ,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Freeport McMoran Copper & Gold ,""Freeport-McMoran, Inc."",""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Freeport-McMoran, Inc.,Frontier Communications,TELECOM,,"
"Frontier Communications,Fort Sill Apache Economic Development,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"Ft. Sill Apache Economic Development,""FuelCell Energy, Inc."",ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"FuelCell Energy, Inc.,Fundamental clinical Operations,HEALTHCARE,,"
"Fundamental clinical Operations,G & K Governmental Affairs LLC,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"G & K Governmental Affairs LLC,""G&K Government Affairs, LLC"",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
